" ""givenName"" "," ""otherName"" "," ""familyName"" "," ""email"" "," ""addressLine1"" "," ""addressLine2"" "," ""addressLine3"" "," ""addressLine4"" "," ""addressLine5"" "," ""postCode"" "
Dehenna,,Fareham,dehenna.davison.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Khalid"" ",  ," ""Mahmood"" "," ""mahmoodk@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Marsha"" "," ""Chantol"" "," ""De Cordova"" "," ""marsha.decordova.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Kieran,  ,Mullan,kieran.mullan.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Helen"" "," ""Elizabeth"" "," ""Hayes"" "," ""helen.hayes.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Margaret"" "," ""Olivia"" "," ""Hillier"" "," ""meghilliermp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Jerome,,Mayhew,jerome.mayhew.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Tulip"" "," ""Rizwana"" "," ""Siddiq"" "," ""tulip.siddiq.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Abimbola"" ",  ," ""Afolami"" "," ""bim.afolami.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Natalie,," ""Elphicke"" ",natalie.elphicke.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Barry"" "," ""Strachan"" "," ""Gardiner"" "," ""gardinerb@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Gregory"" "," ""William"" "," ""Hands"" "," ""handsg@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Christian"" "," ""John Patrick"" "," ""Matheson"" "," ""chris.matheson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Richard,  ,Holden,richard.holden.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Joanna,,Gideon,jo.gideon.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Caroline"" "," ""Fiona Ellen"" "," ""Nokes"" "," ""caroline.nokes.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Philip"" "," ""Thomas"" "," ""Hollobone"" "," ""philip.hollobone.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Rebecca"" ",  ," ""Long-Bailey"" "," ""rebecca.longbailey.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Rachel"" "," ""Helen"" "," ""Maclean"" "," ""rachel.maclean.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Louise"" ",  ," ""Haigh"" "," ""louise.haigh.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Thérèse," ""Anne"" "," ""Coffey"" "," ""therese.coffey.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Felicia,,Drummond,flick.drummond.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Clive"" "," ""Anthony"" "," ""Lewis"" "," ""clive.lewis.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Rachel,  ,Hopkins,rachel.hopkins.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Julian"" "," ""Murray"" "," ""Lewis"" ",  ," ""House of Commons"" "," ""Westminster"" "," ""London "" ",  ,  ," ""SW1A 0AA"" "
" ""Douglas"" ",  ," ""Chapman"" "," ""douglas.chapman.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Ian,,Levy,ian.levy.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Gordon"" "," ""Leonard"" "," ""Henderson"" "," ""gordon.henderson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Paul"" "," ""Christopher"" "," ""Blomfield"" "," ""paul.blomfield.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Robert,,Largan,mail@robertlargan.co.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Steven"" "," ""John"" "," ""Baker"" "," ""steve.baker.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Tanmanjeet"" "," ""Singh"" "," ""Dhesi"" "," ""tan.dhesi.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Layla"" "," ""Michelle"" "," ""Moran"" "," ""layla.moran.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alan"" ",  ," ""Brown"" "," ""alan.brown.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Philippa"" ",  ," ""Whitford"" "," ""philippa.whitford.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Carol"" "," ""Frances"" "," ""Monaghan"" "," ""carol.monaghan.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Brendan"" ",  ," ""O'Hara"" "," ""brendan.ohara.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""David"" "," ""Thomas Charles"" "," ""Davies"" "," ""david.davies.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Kenny,,MacAskill,kenny.macaskill.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Stuart,,Anderson,stuart.anderson.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Daniel"" "," ""Owen"" "," ""Jarvis"" "," ""dan.jarvis.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Tracy"" "," ""Lynn"" "," ""Brabin"" "," ""tracy.brabin.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Jason,,McCartney,jason.mccartney.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Christopher"" "," ""Robert"" "," ""Chope"" "," ""chopec@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Amanda"" "," ""Anne"" "," ""Milling"" "," ""amanda.milling.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Kate"" "," ""Ofunne"" "," ""Osamor"" "," ""kate.osamor.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Edward"" "," ""John Comport"" "," ""Argar"" "," ""edward.argar.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Steven"" "," ""Mark Ward"" "," ""Reed"" "," ""steve.reed.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Barry"" "," ""John"" "," ""Sheerman"" "," ""sheermanb@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Sue-Ellen"" "," ""Cassiana"" "," ""Braverman"" "," ""suella.braverman.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Harriet"" "," ""Ruth"" "," ""Harman"" "," ""harriet.harman.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mohammad"" ",  ," ""Yasin"" "," ""mohammad.yasin.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Lloyd"" ",  ," ""Russell-Moyle"" "," ""lloyd.russellmoyle.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Matthew,,Vickers,matt.vickers.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Paul"" "," ""Stuart"" "," ""Scully"" "," ""paul.scully.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Lilian"" "," ""Rachel"" "," ""Greenwood"" "," ""lilian.greenwood.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Munira,,Wilson,munira.wilson.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Lucy"" "," ""Claire"" "," ""Leigh (Frazer)"" "," ""lucy.frazer.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Christopher"" "," ""James"" "," ""Skidmore"" "," ""chris.skidmore.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Andrew"" "," ""Hanson"" "," ""Jones"" "," ""andrew.jones.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""William"" "," ""Roffen"" "," ""Esterson"" "," ""bill.esterson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""John"" "," ""Henry"" "," ""Hayes"" "," ""hayesj@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Iain"" "," ""Aitken"" "," ""Stewart"" "," ""iain.stewart.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Andrew"" "," ""Richard"" "," ""Rosindell"" "," ""andrew.rosindell.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 1AA"" "
" ""Andrew"" "," ""Joseph"" "," ""McDonald"" "," ""info@andymcdonaldmp.org"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Fabian"" ",  ," ""Hamilton"" "," ""fabian.hamilton.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Emma"" "," ""Louise"" "," ""Lewell-Buck"" "," ""emma.lewell-buck.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Robert"" "," ""Andrew Raymond"" "," ""Syms"" "," ""symsmp.office@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""James"" "," ""Philip"" "," ""Duddridge"" "," ""james@jamesduddridge.com"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mark"" "," ""Andrew"" "," ""Pritchard"" "," ""pritchardm@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Fleur,  ,Anderson,fleur.anderson.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Elizabeth"" "," ""Louise"" "," ""Kendall"" "," ""liz.kendall.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Thomas"" ",  ," ""Sheppard"" "," ""tommy.sheppard.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Patrick"" "," ""Bosco"" "," ""McFadden"" "," ""mcfaddenp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Ian"" "," ""Richard Kyle"" "," ""Paisley"" "," ""ian.paisley.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Liz"" ",  ," ""Saville Roberts"" "," ""liz.savilleroberts.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stuart"" "," ""Campbell"" "," ""McDonald"" "," ""stuart.mcdonald.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Owen,  ,Thompson,owen.thompson.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Thomas David"" ",  ," ""Simpson"" "," ""simpsond@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Nicholas"" "," ""Desmond John"" "," ""Smith"" "," ""nick.smith.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
James Neale,,Hanvey,neale.hanvey.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""John"" "," ""Derek"" "," ""Twigg"" "," ""derek.twigg.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Victoria"" "," ""Mary Boswell"" "," ""Prentis"" "," ""victoria.prentis.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Benjamin"" "," ""Peter James"" "," ""Bradshaw"" "," ""bradshawb@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Ian"" "," ""Richard Peregrine"" "," ""Liddell-Grainger"" "," ""ianlg@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Colleen"" "," ""Margaret"" "," ""Fletcher"" "," ""colleen.fletcher.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Christopher,,Clarkson,chris.clarkson.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Maria"" ",  ," ""Eagle"" "," ""eaglem@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Daniel,,Kruger,danny.kruger.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""David"" "," ""Anthony"" "," ""Evennett"" "," ""david.evennett.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Ruth"" "," ""Margaret"" "," ""Cadbury"" "," ""ruthcadburymp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Darren,,Henry,darren.henry.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Ronnie"" ",  ," ""Campbell"" "," ""ronnie.campbell.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alec"" ",  ," ""Shelbrooke"" "," ""alec.shelbrooke.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Ian"" ",  ," ""Lavery"" "," ""ian.lavery.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Nadhim"" ",  ," ""Zahawi"" "," ""nadhim.zahawi.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Wesley"" "," ""Paul William"" "," ""Streeting"" "," ""wes.streeting.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stephen"" "," ""James"" "," ""Morgan"" "," ""stephen.morgan.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Ben,,Everitt,ben.everitt.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alberto"" "," ""Castrenze"" "," ""Costa"" "," ""alberto.costa.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Mark"" "," ""Julian Francis"" "," ""Pawsey"" "," ""mark.pawsey.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Kevin"" "," ""John"" "," ""Foster"" "," ""kevin.foster.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jeremy"" "," ""Mark"" "," ""Quin"" "," ""jeremy.quin.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Richard"" "," ""Grosvenor"" "," ""Plunkett-Ernle-Erle-Drax"" "," ""richard.drax.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""David"" "," ""Thomas"" "," ""Morris"" "," ""david.morris.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alan"" "," ""Patrick Vincent"" "," ""Whitehead"" "," ""whiteheada@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Alexander"" "," ""Paul"" "," ""Beresford"" "," ""annie.winsbury@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Daisy,,Cooper,daisy.cooper.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Shaun,," ""Bailey"" ",shaun.bailey.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Thomas"" "," ""Georg John"" "," ""Tugendhat"" "," ""tom.tugendhat.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Samuel"" ",  ," ""Wilson"" "," ""barronj@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Samuel,,Tarry,sam.tarry.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Nigel"" "," ""Martin"" "," ""Evans"" "," ""evansn@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Craig"" "," ""Paul"" "," ""Tracey"" "," ""craig.tracey.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Matthew"" "," ""Raymond"" "," ""Western"" "," ""matt.western.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stewart"" ",  ," ""McDonald"" "," ""stewart.mcdonald.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Marcus"" "," ""John Hudson"" "," ""Fysh"" "," ""marcus.fysh.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Patricia"" ",  ," ""Gibson"" "," ""patricia.gibson.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Lisa"" ",  ," ""Cameron"" "," ""lisa.cameron.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Wendy,,Chamberlain,wendy.chamberlain.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Alexandra,  ,Davies-Jones,alex.daviesjones.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Gregory"" ",  ," ""Knight"" "," ""sothcottt@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Andrew,  ,Griffith,Andrew@GriffithMP.com," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Gareth"" ",  ," ""Thomas"" "," ""thomasgr@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Tahir,,Ali,tahir.ali.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Guy"" "," ""Thomas"" "," ""Opperman"" "," ""guy.opperman.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Sarah,,Dines,sarah.dines.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Maria"" "," ""Frances Lewis"" "," ""Miller"" "," ""maria.miller.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Rosalie"" ",  ," ""Winterton"" "," ""rosie.winterton.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Thangam"" "," ""Elizabeth Rachel"" "," ""Debbonaire"" "," ""thangam.debbonaire.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Ian,  ,Byrne,ian.byrne.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Maria"" "," ""Colette"" "," ""Caulfield"" "," ""maria.caulfield.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Michael"" "," ""Alex"" "," ""Burghart"" "," ""alex.burghart.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Philip"" "," ""Martin"" "," ""Dunne"" "," ""philip.dunne.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Chris"" "," ""Ian Brian Mynott"" "," ""Philp"" "," ""chris.philp.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""George"" "," ""William"" "," ""Freeman"" "," ""george.freeman.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Rebecca "" "," ""Elizabeth Scott"" "," ""Harris"" "," ""rebecca.harris.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Liam"" "," ""Dominic"" "," ""Byrne"" "," ""byrnel@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Dominic"" "," ""Rennie"" "," ""Raab"" "," ""dominic.raab.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Brandon"" "," ""Kenneth"" "," ""Lewis"" "," ""Helen.Hill@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Benjamin"" "," ""David"" "," ""Bradley"" "," ""ben.bradley.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Karen"" "," ""Anne"" "," ""Bradley"" "," ""karen.bradley.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Claire ,  ,Hanna,claire.hanna.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stella"" "," ""Judith"" "," ""Creasy"" "," ""stella.creasy.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""James"" "," ""Peter"" "," ""Brokenshire"" "," ""james.brokenshire.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Apsana,  ,Begum,apsana.begum.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Royston"" "," ""Matthew"" "," ""Smith"" "," ""royston.smith.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Rachael"" ",  ," ""Maskell"" "," ""rachael.maskell.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Alicia,,Kearns,alicia.kearns.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Jacob,,Young,jacob.young.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Cherilyn,,Mackrory,cherilyn.mackrory.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
James,,Wild,james.wild.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Stewart"" ",  ," ""Hosie"" "," ""hosies@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Kevin"" "," ""Denis"" "," ""Brennan"" "," ""brennank@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Carolyn"" ",  ," ""Harris"" "," ""carolyn.harris.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""David"" "," ""Lindon"" "," ""Lammy"" "," ""lammyd@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Laura,  ,Trott,laura.trott.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jonathan"" "," ""George Caladine"" "," ""Lord"" "," ""jonathan.lord.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
Bellavia,,Ribeiro-Addy,bell.ribeiroaddy.mp@parliament.uk," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
" ""Jacqueline"" ",  ," ""Doyle-Price"" "," ""jackie.doyleprice.mp@parliament.uk"" "," ""House of Commons"" "," ""London"" ",  ,  ,  ," ""SW1A 0AA"" "
